frameIndex;frameTime;mfcc_sma[1];mfcc_sma[2];mfcc_sma[3];mfcc_sma[4];mfcc_sma[5];mfcc_sma[6];mfcc_sma[7];mfcc_sma[8];mfcc_sma[9];mfcc_sma[10];mfcc_sma[11];mfcc_sma[12]
388;3.880000;1.091868e+01;8.621493e+00;5.872458e+00;2.907198e-01;-2.719046e+00;-7.564832e+00;-5.370992e-02;-1.504208e+00;4.848088e+00;-8.086338e+00;7.069849e+00;3.298137e+00
389;3.890000;1.141046e+01;8.149334e+00;6.921990e+00;6.383463e-01;-3.663998e+00;-5.152685e+00;2.616241e+00;-1.157084e+00;7.417979e+00;-8.294758e+00;8.977370e+00;4.170192e+00
390;3.900000;1.038909e+01;8.132147e+00;8.766941e+00;2.312319e+00;-4.603230e+00;-3.489954e+00;3.444663e+00;-1.023618e+00;6.422406e+00;-1.365587e+01;1.177056e+01;3.758851e+00
391;3.910000;6.901053e+00;3.797397e+00;6.498306e+00;2.091250e+00;-4.108115e+00;-1.361557e+00;3.978775e+00;-1.096059e+00;7.898559e+00;-1.180513e+01;9.537929e+00;3.584477e+00
392;3.920000;1.097332e+00;-2.482301e+00;3.386702e+00;4.408028e-01;-4.181288e+00;-1.597103e+00;-4.343186e-01;-1.320954e+00;6.993445e+00;-8.918595e+00;6.372714e+00;-2.343051e-02
393;3.930000;-6.165928e+00;-9.798078e+00;-2.806261e-01;-2.782274e-01;-3.114185e+00;-3.434311e+00;-4.819271e+00;-3.636877e+00;4.916739e+00;-4.921017e+00;-5.949178e-01;-2.758955e+00
394;3.940000;-1.287871e+01;-1.190553e+01;-4.248311e+00;5.816420e-01;-3.272005e+00;-3.732975e+00;-6.427591e+00;-7.920100e+00;3.105781e-01;-4.478726e+00;4.141341e-01;-3.891447e+00
395;3.950000;-1.612062e+01;-8.772851e+00;-6.202240e+00;2.931836e+00;4.336114e-01;-4.669931e+00;-5.917657e+00;-7.810584e+00;-6.123795e+00;-2.967344e+00;3.236283e+00;-2.034355e+00
396;3.960000;-1.769632e+01;-5.823124e+00;-7.310967e+00;3.791685e+00;2.277547e+00;-4.695620e+00;-7.138156e+00;-6.019543e+00;-3.637310e+00;2.910076e+00;8.386342e+00;-1.801649e-01
397;3.970000;-1.667168e+01;-4.424251e+00;-6.936183e+00;5.267547e+00;6.664334e+00;-6.894544e+00;-1.066307e+01;-4.706330e+00;-4.263221e+00;6.298700e+00;8.408545e+00;6.722504e-02
398;3.980000;-1.550502e+01;-5.557983e+00;-5.969777e+00;6.551291e+00;9.078278e+00;-8.962918e+00;-1.351657e+01;-6.553070e+00;2.225204e-01;1.183091e+01;6.855414e+00;1.812362e+00
399;3.990000;-1.322071e+01;-6.693414e+00;-4.281994e+00;9.128452e+00;1.039686e+01;-1.042395e+01;-1.488654e+01;-1.293621e+01;-1.397772e+00;1.177296e+01;4.992904e+00;2.978416e+00
400;4.000000;-1.106112e+01;-8.471395e+00;-3.192666e+00;1.196223e+01;8.284036e+00;-1.264139e+01;-1.144311e+01;-1.422888e+01;-3.328675e-01;1.113737e+01;1.294967e-01;2.919463e+00
401;4.010000;-8.603953e+00;-9.343501e+00;-1.212855e+00;1.472458e+01;7.006213e+00;-1.434878e+01;-9.004551e+00;-1.707096e+01;-8.827099e+00;6.553970e+00;3.743736e-01;-1.302017e+00
402;4.020000;-6.254724e+00;-8.883503e+00;1.807092e-01;1.758428e+01;5.986362e+00;-1.662722e+01;-1.157049e-01;-8.786640e+00;-1.155276e+01;5.096728e+00;3.020407e+00;-4.761560e+00
403;4.030000;-4.378949e+00;-8.211480e+00;2.933503e+00;1.816180e+01;7.319402e+00;-1.831668e+01;6.804005e+00;-3.604404e+00;-1.451633e+01;2.482389e+00;7.955342e+00;-5.930789e+00
404;4.040000;-3.280942e+00;-6.323654e+00;6.078595e+00;1.867626e+01;4.480861e+00;-2.243992e+01;1.244774e+01;1.762007e+00;-1.076553e+01;7.252923e-01;8.331595e+00;-4.483221e+00
405;4.050000;-2.226902e+00;-4.115108e+00;8.330509e+00;1.724740e+01;-2.708512e-01;-2.459059e+01;1.643843e+01;4.412591e+00;-1.086838e+01;-5.077013e+00;5.650600e+00;-3.175127e+00
406;4.060000;-1.519745e+00;-2.123652e+00;9.234136e+00;1.612728e+01;-6.527166e+00;-2.327432e+01;1.878625e+01;2.514098e+00;-1.456733e+01;-9.018941e+00;4.405765e+00;-1.875792e+00
407;4.070000;-3.966027e-02;-8.830361e-01;7.104430e+00;1.091246e+01;-9.797947e+00;-1.739669e+01;2.002483e+01;-1.008605e+00;-2.015092e+01;-1.020222e+01;7.960231e+00;-5.971727e-01
408;4.080000;1.215005e+00;8.134034e-01;4.213017e+00;5.300695e+00;-7.510094e+00;-1.156480e+01;1.435268e+01;-1.050035e+01;-2.241644e+01;-1.111815e+01;9.765944e+00;-1.465579e-02
409;4.090000;2.922085e+00;5.015399e+00;5.218369e+00;1.545042e+00;-6.184947e+00;-6.730706e+00;1.202943e+01;-1.193807e+01;-1.698610e+01;-1.053505e+01;9.000402e+00;-2.894719e+00
410;4.100000;3.126831e+00;4.341937e+00;1.002548e+01;2.688061e+00;-3.783932e+00;-5.747354e+00;1.047757e+01;-2.907620e+00;-5.992424e+00;-7.463578e+00;2.045257e+00;-5.363612e+00
411;4.110000;3.631905e+00;-2.961038e+00;9.261847e+00;6.723516e+00;3.097668e+00;-5.080098e+00;6.859334e+00;3.085831e+00;1.661567e-01;-3.196475e-01;-2.917028e+00;-7.071089e+00
412;4.120000;3.330093e+00;-1.298507e+01;3.937895e+00;1.081843e+01;1.408004e+01;-1.059780e+01;1.793330e+00;8.006308e+00;3.374391e+00;4.985062e+00;-7.840937e+00;-5.323901e+00
413;4.130000;3.936734e+00;-1.991488e+01;-3.210627e+00;1.533901e+01;2.490492e+01;-1.085167e+01;5.113384e-01;4.758479e+00;3.207526e+00;4.218525e+00;-9.389057e+00;-3.135618e+00
414;4.140000;4.141710e+00;-2.127514e+01;-4.550909e+00;1.898458e+01;2.812541e+01;-1.655523e+01;3.006092e+00;5.359575e+00;1.560360e+00;7.498894e-01;-1.031845e+01;-1.307421e+00
415;4.150000;4.533089e+00;-2.150042e+01;-5.380834e+00;2.107557e+01;2.897077e+01;-1.788309e+01;5.521060e+00;3.601209e+00;-3.505554e+00;-2.463449e+00;-7.275378e+00;-6.272990e-01
416;4.160000;4.261535e+00;-2.173252e+01;-7.294033e+00;2.236257e+01;3.046416e+01;-2.014387e+01;2.072603e+00;1.597195e+00;-7.745871e+00;-1.459620e+00;-7.727927e+00;-4.114213e+00
417;4.170000;4.142147e+00;-2.150237e+01;-6.939957e+00;2.412527e+01;3.200871e+01;-1.746974e+01;1.324799e+00;2.531518e+00;-5.838922e+00;2.219599e-01;-7.648417e+00;-8.689420e+00
418;4.180000;4.045609e+00;-2.205610e+01;-6.451644e+00;2.645141e+01;3.245416e+01;-1.486067e+01;6.749892e-01;1.435177e+00;-1.012189e+00;3.480980e-01;-1.099133e+01;-7.590718e+00
419;4.190000;5.484014e+00;-2.000622e+01;-5.973504e+00;2.655238e+01;2.811325e+01;-1.347525e+01;2.883724e+00;1.195977e+00;4.167874e+00;-1.702001e+00;-9.680029e+00;-4.973539e+00
420;4.200000;6.598650e+00;-1.234678e+01;-2.150627e+00;1.958024e+01;1.875407e+01;-8.232781e+00;4.923162e+00;4.569055e-02;6.920382e+00;-4.411117e+00;-6.415580e+00;1.745307e+00
421;4.210000;7.180123e+00;-1.375218e+00;2.714834e+00;7.524640e+00;7.090184e+00;-2.121044e+00;6.943524e+00;3.660886e+00;9.588838e+00;-6.626567e+00;-2.488282e+00;1.499675e+00
422;4.220000;7.484561e+00;7.464716e+00;7.061856e+00;-1.215356e+00;-2.191852e+00;7.641857e-01;7.605566e+00;8.419180e+00;9.066875e+00;-7.470657e+00;-3.628657e-01;-3.343487e-01
423;4.230000;7.811703e+00;1.090864e+01;5.263724e+00;-7.372905e+00;-5.028610e+00;2.443634e-01;5.512798e+00;1.076528e+01;9.567868e+00;-8.658881e+00;5.401825e-01;-3.114941e+00
424;4.240000;9.121315e+00;1.252198e+01;4.093091e+00;-1.023077e+01;-3.169493e+00;1.298089e+00;4.408530e+00;1.051136e+01;7.071270e+00;-1.170422e+01;2.197639e+00;-1.472484e+00
425;4.250000;1.013893e+01;1.191407e+01;2.095550e+00;-1.257639e+01;3.029776e+00;5.361359e+00;2.548901e+00;7.902532e+00;8.407126e+00;-1.408053e+01;4.013939e+00;1.818363e+00
426;4.260000;1.019936e+01;1.013353e+01;8.630235e-01;-1.205604e+01;5.955703e+00;6.493260e+00;3.556300e+00;2.254351e+00;3.430982e+00;-1.447815e+01;5.889221e+00;5.229838e+00
427;4.270000;1.063764e+01;8.202915e+00;-1.534594e+00;-8.573297e+00;7.584719e+00;5.501060e+00;2.767588e+00;3.591396e-01;1.885299e+00;-1.456293e+01;6.293844e+00;4.458392e+00
428;4.280000;8.924064e+00;3.868215e+00;-1.896094e+00;-5.910600e+00;4.285372e+00;3.224847e+00;4.546974e+00;6.526529e-01;2.583318e-01;-1.312426e+01;1.821671e+00;4.156748e+00
429;4.290000;1.572658e+00;2.549231e+00;-1.668101e+00;1.959580e-01;6.505669e+00;2.407152e+00;4.288010e+00;4.119968e+00;4.361150e+00;-1.252759e+01;-5.566021e+00;2.012408e+00
430;4.300000;-6.480340e+00;1.837009e+00;1.243443e+00;7.047119e+00;1.060441e+01;5.592580e+00;5.146380e+00;1.754786e+00;7.035154e+00;-5.903801e+00;-9.298975e+00;5.344122e-01
431;4.310000;-9.866614e+00;6.401499e-01;3.183925e+00;9.314167e+00;1.225900e+01;9.271544e+00;4.149790e+00;-3.798682e-01;5.837652e+00;-3.994598e+00;-7.494313e+00;1.559168e+00
432;4.320000;-8.795609e+00;-3.486077e+00;6.159632e+00;9.459367e+00;1.039711e+01;1.690528e+01;8.138851e+00;4.834000e-01;7.653641e+00;-2.332124e-01;-2.360955e+00;1.094069e+00
433;4.330000;-7.829714e+00;-9.165152e+00;7.468196e+00;8.354888e+00;4.270343e+00;1.510164e+01;9.920482e+00;2.797899e+00;1.263678e+01;7.967432e-01;-1.098763e+00;7.898731e-01
434;4.340000;-9.849947e+00;-1.108816e+01;8.297853e+00;8.644666e+00;9.379537e-01;1.289535e+01;1.063573e+01;4.779894e+00;2.153407e+01;9.291938e+00;3.518895e+00;2.426331e+00
435;4.350000;-8.944668e+00;-1.269068e+01;9.824162e+00;9.002631e+00;-2.625934e+00;4.136183e+00;6.790122e+00;3.193808e+00;2.718586e+01;1.387294e+01;1.718390e+00;1.409900e+00
436;4.360000;-6.719717e+00;-1.319450e+01;1.231305e+01;7.421570e+00;-4.333285e+00;2.692490e+00;4.376837e+00;9.221876e-01;2.583997e+01;1.960396e+01;9.554079e-01;-1.220837e+00
437;4.370000;-4.340468e+00;-1.198866e+01;1.731142e+01;7.402802e+00;-5.100614e+00;1.080088e+00;4.937371e+00;-2.516835e+00;2.084443e+01;1.826156e+01;-3.606293e+00;-6.924513e+00
438;4.380000;-3.293381e+00;-1.160290e+01;1.916397e+01;4.248730e+00;-7.228577e+00;1.050716e+00;5.044917e+00;-5.669447e+00;1.484282e+01;1.938425e+01;-1.923662e+00;-6.987680e+00
439;4.390000;-3.015031e+00;-1.177241e+01;2.029355e+01;1.339139e+00;-9.035042e+00;1.006696e-01;4.786173e+00;-6.858454e+00;1.184972e+01;1.824475e+01;-1.424127e+00;-7.777486e+00
440;4.400000;-2.767829e+00;-1.292735e+01;1.941532e+01;-2.091358e+00;-1.197183e+01;-2.772157e+00;3.600684e+00;-8.642756e+00;1.077728e+01;1.573591e+01;-2.133525e+00;-9.533009e+00
441;4.410000;-1.970333e+00;-1.372553e+01;1.955360e+01;-3.239085e+00;-1.174022e+01;-2.708241e+00;5.220626e+00;-6.309879e+00;1.114195e+01;1.403621e+01;-2.895736e+00;-1.157817e+01
442;4.420000;-2.018166e+00;-1.392158e+01;1.910911e+01;-3.205526e+00;-1.339557e+01;-6.080614e+00;4.473017e+00;-6.860020e+00;1.143349e+01;1.188354e+01;-1.526021e+00;-1.009543e+01
443;4.430000;-1.589345e+00;-1.339415e+01;1.762566e+01;-2.659325e+00;-1.322666e+01;-4.995163e+00;7.742602e+00;-3.713514e+00;1.556006e+01;1.352083e+01;1.096180e+00;-8.278675e+00
444;4.440000;-6.479924e-01;-1.233430e+01;1.739338e+01;-2.524184e+00;-1.508154e+01;-5.420242e+00;9.130735e+00;-4.515780e+00;1.594047e+01;1.102401e+01;2.387629e+00;-7.113261e+00
445;4.450000;-7.047279e-01;-1.253574e+01;1.574612e+01;-3.774882e+00;-1.784813e+01;-6.756265e+00;1.228903e+01;-4.090015e+00;2.011793e+01;8.081262e+00;4.361894e+00;-6.046407e+00
446;4.460000;-6.384730e-01;-1.156845e+01;1.640895e+01;-4.131255e+00;-1.943128e+01;-7.434479e+00;1.210861e+01;-4.733516e+00;2.115164e+01;6.335301e+00;4.374620e+00;-5.771088e+00
447;4.470000;-2.427470e+00;-1.151569e+01;1.392094e+01;-4.436868e+00;-1.461133e+01;-6.578621e+00;5.012206e+00;-2.087300e+00;1.788711e+01;9.123343e+00;9.050026e+00;-3.933424e+00
448;4.480000;-4.760249e+00;-1.403762e+01;7.124634e+00;-2.700034e+00;-1.797054e+00;-3.486684e+00;-3.894588e-01;2.825605e+00;1.367970e+01;9.580092e+00;1.113657e+01;-2.470067e+00
449;4.490000;-6.455603e+00;-1.664498e+01;1.209966e+00;5.667816e-01;8.815967e+00;-4.949338e+00;-5.521132e+00;2.660290e+00;6.975852e+00;4.741395e+00;1.326031e+01;-2.977031e+00
450;4.500000;-6.575363e+00;-1.881003e+01;-2.284613e+00;2.855705e+00;1.369136e+01;-7.670422e+00;-3.468792e+00;-6.721275e-01;6.778223e+00;-2.239389e-01;1.102255e+01;-4.314109e+00
451;4.510000;-5.077091e+00;-1.884878e+01;-1.715294e+00;3.869935e+00;1.368598e+01;-1.003412e+01;-2.424945e+00;-3.436804e+00;7.449252e+00;-2.420532e+00;8.921801e+00;-7.978198e+00
452;4.520000;-4.225439e+00;-2.035740e+01;-3.837615e+00;1.868359e+00;1.423161e+01;-1.234863e+01;-1.471352e-01;-2.121696e-01;1.067958e+01;-5.438122e+00;8.885746e+00;-7.730924e+00
453;4.530000;-3.956717e+00;-2.092568e+01;-4.948543e+00;1.761764e+00;1.495558e+01;-1.241812e+01;1.310115e+00;2.383683e+00;1.342325e+01;-9.656248e+00;7.269952e+00;-6.811527e+00
454;4.540000;-3.038203e+00;-2.051419e+01;-6.282600e+00;-1.560050e+00;1.610177e+01;-1.029605e+01;1.277996e+00;6.137645e-01;1.442354e+01;-9.151911e+00;9.758842e+00;-3.443852e+00
455;4.550000;-3.892772e+00;-1.800177e+01;-5.490754e+00;-7.567835e+00;1.436538e+01;-6.635783e+00;-5.662368e-01;-5.814128e+00;1.067570e+01;-6.186607e+00;1.264356e+01;-1.020874e-03
456;4.560000;-4.326249e+00;-1.562653e+01;-4.310488e+00;-1.365165e+01;1.272466e+01;-5.097121e+00;-7.505785e-01;-1.093432e+01;6.855928e+00;-5.224095e+00;1.666047e+01;1.491728e+00
457;4.570000;-4.620281e+00;-1.250395e+01;-1.503121e+00;-1.742031e+01;9.334547e+00;-3.766578e+00;7.712855e-01;-1.273881e+01;2.041308e+00;-7.604568e+00;1.774751e+01;1.615932e+00
458;4.580000;-4.062489e+00;-1.167538e+01;-7.724997e-01;-1.836880e+01;9.051084e+00;-1.030114e+00;4.609231e+00;-1.111797e+01;1.927912e+00;-8.994665e+00;1.626749e+01;-1.769329e+00
459;4.590000;-3.331965e+00;-1.066636e+01;-1.103154e-01;-1.882055e+01;9.090617e+00;1.160136e-01;6.699248e+00;-9.986318e+00;2.415479e+00;-6.333278e+00;1.756798e+01;-2.373822e+00
460;4.600000;-3.449713e+00;-1.114769e+01;-5.274225e-01;-2.178544e+01;6.623869e+00;-8.637953e-02;7.893028e+00;-9.124744e+00;3.574407e+00;-7.989357e+00;1.557285e+01;-4.883341e+00
461;4.610000;-3.056164e+00;-1.127070e+01;9.235194e-01;-2.323636e+01;6.036878e+00;-1.290934e-01;8.378381e+00;-9.262326e+00;5.463687e+00;-6.742996e+00;1.867883e+01;-1.349901e+00
462;4.620000;-3.177431e+00;-1.208526e+01;1.451120e+00;-2.399570e+01;4.923257e+00;1.195843e+00;1.034813e+01;-9.467869e+00;6.297602e+00;-9.903142e+00;1.746827e+01;-2.206099e+00
463;4.630000;-2.894881e+00;-1.213700e+01;2.169287e+00;-2.197665e+01;6.667758e+00;2.244206e+00;1.317566e+01;-9.823251e+00;7.299286e+00;-8.822420e+00;1.895425e+01;5.457124e-01
464;4.640000;-2.399817e+00;-1.193764e+01;2.237449e+00;-2.075417e+01;5.917301e+00;2.174227e+00;1.429519e+01;-9.109344e+00;8.005901e+00;-9.702622e+00;1.751208e+01;6.190590e-01
465;4.650000;-1.813125e+00;-9.695738e+00;8.854764e-01;-1.778826e+01;2.700742e-01;-7.694333e-01;9.830681e+00;-7.389308e+00;5.955640e+00;-8.629310e+00;1.535137e+01;2.625748e+00
466;4.660000;-4.216407e+00;-5.841925e+00;-2.103813e+00;-9.785924e+00;-2.627831e+00;-7.242574e+00;3.858251e+00;-4.729275e+00;5.041293e+00;-7.024596e+00;7.931097e+00;6.737811e-01
467;4.670000;-9.085604e+00;-3.493560e+00;-6.313866e+00;-2.783506e+00;-4.116502e+00;-1.269541e+01;-1.201785e+00;-2.477096e+00;8.223468e-01;-5.719268e+00;5.588533e-01;-1.381738e+00
468;4.680000;-1.466598e+01;-4.064000e+00;-8.768840e+00;1.347001e+00;-3.271428e+00;-1.218381e+01;-2.406263e+00;-1.729459e+00;2.024461e+00;-2.370973e+00;-3.362025e+00;-1.256229e+00
469;4.690000;-1.752969e+01;-7.371503e+00;-1.047362e+01;-4.362365e-01;-4.921269e+00;-6.795249e+00;-3.753913e+00;-6.378056e-01;9.454690e-01;-1.839231e+00;-1.369273e+00;1.367399e+00
470;4.700000;-1.810798e+01;-9.587578e+00;-1.104606e+01;1.138115e+00;-3.920709e+00;-6.972751e+00;-3.115941e+00;2.274567e+00;3.690493e+00;-1.786837e+00;-2.261830e-01;1.750136e+00
471;4.710000;-1.797647e+01;-1.008065e+01;-1.234947e+01;2.697629e+00;-1.057498e+00;-8.499015e+00;9.729788e-02;6.796762e+00;3.794168e+00;-2.062194e+00;1.487388e+00;-3.770638e-01
472;4.720000;-1.724070e+01;-9.392334e+00;-1.138677e+01;4.878951e+00;-6.739452e-01;-1.367992e+01;2.126364e+00;9.683408e+00;3.637937e+00;-2.607397e+00;4.579239e-01;-1.212740e+00
473;4.730000;-1.514445e+01;-9.144501e+00;-1.041433e+01;3.706770e+00;-9.944935e-01;-1.246113e+01;2.029830e+00;9.474112e+00;1.283176e+00;2.061899e-01;2.626882e+00;-5.006691e-01
474;4.740000;-1.200046e+01;-1.154199e+01;-1.037661e+01;1.923729e+00;-1.416997e+00;-1.209519e+01;2.931639e+00;5.205137e+00;-9.939407e-01;1.937800e+00;2.134549e+00;2.129647e+00
475;4.750000;-7.962372e+00;-1.328818e+01;-8.616702e+00;1.788534e+00;1.569612e+00;-7.849950e+00;5.567058e+00;1.556712e+00;-2.479863e+00;2.502497e+00;2.027239e+00;2.757052e+00
476;4.760000;-5.043978e+00;-1.470092e+01;-7.543348e+00;3.365902e+00;2.725978e+00;-8.475071e+00;4.262454e+00;-2.147949e+00;-3.593708e+00;1.234089e+00;-1.505601e-01;4.354816e+00
477;4.770000;-2.690947e+00;-1.348728e+01;-3.060137e+00;2.991288e+00;5.832426e-01;-7.773478e+00;2.967487e+00;-4.606413e+00;-6.143773e+00;-3.129483e+00;-1.834765e+00;5.556923e+00
478;4.780000;-1.250633e+00;-1.095200e+01;-1.794590e-01;1.765637e+00;-2.645535e+00;-8.170412e+00;3.462747e+00;-6.006366e+00;-1.013877e+01;-4.145722e+00;1.909148e+00;7.812007e+00
479;4.790000;-2.465490e-01;-9.226767e+00;2.708986e+00;2.082089e-01;-6.550149e+00;-4.312272e+00;7.285294e+00;-7.449576e+00;-1.357757e+01;-7.426682e+00;2.269189e+00;6.463182e+00
480;4.800000;1.483508e+00;-8.772780e+00;2.148369e+00;-7.688295e-01;-6.854519e+00;-4.697039e+00;9.916934e+00;-7.586336e+00;-1.260925e+01;-6.751088e+00;6.870744e+00;6.071369e+00
481;4.810000;3.176108e+00;-1.024528e+01;2.859858e+00;-2.502534e+00;-6.837643e+00;-2.499365e+00;9.981791e+00;-1.210338e+01;-1.345481e+01;-7.738915e+00;8.685076e+00;4.836796e+00
482;4.820000;4.458028e+00;-1.095497e+01;4.534462e+00;-5.641474e+00;-6.833835e+00;-2.170390e+00;1.290578e+01;-1.547647e+01;-1.572522e+01;-5.763999e+00;1.129952e+01;5.208951e+00
483;4.830000;3.538267e+00;-1.274306e+01;5.898705e+00;-5.224125e+00;-4.378747e+00;-6.680120e-01;1.272960e+01;-1.428744e+01;-1.792793e+01;-7.106480e+00;1.070079e+01;5.032309e+00
484;4.840000;3.232467e+00;-1.366880e+01;4.091004e+00;-3.861257e+00;-3.998293e+00;-2.763774e+00;1.205985e+01;-1.148133e+01;-1.637911e+01;-7.988050e+00;9.968634e+00;5.108507e+00
485;4.850000;3.003933e+00;-1.412832e+01;3.238664e+00;-1.345816e+00;-1.804451e+00;-1.531495e+00;1.119769e+01;-7.687108e+00;-1.176161e+01;-1.098185e+01;1.336310e+01;7.010757e+00
486;4.860000;4.633266e+00;-1.241865e+01;3.416216e+00;-5.005295e-01;-1.800029e+00;1.486305e-01;1.260198e+01;-9.427842e+00;-1.319170e+01;-1.233531e+01;1.460890e+01;4.108929e+00
487;4.870000;5.249269e+00;-1.197703e+01;5.073211e+00;-2.715008e+00;4.892156e-01;3.297297e+00;1.663753e+01;-1.092499e+01;-1.463847e+01;-1.529247e+01;1.666549e+01;2.591534e+00
488;4.880000;6.355585e+00;-1.104255e+01;5.449634e+00;-4.135288e+00;1.144561e+00;3.060706e+00;1.928493e+01;-1.195954e+01;-1.592416e+01;-1.555989e+01;1.530453e+01;-1.534972e+00
489;4.890000;6.365798e+00;-1.038599e+01;4.705195e+00;-6.802579e+00;1.854110e+00;1.983976e+00;1.985246e+01;-1.170337e+01;-1.515112e+01;-1.569938e+01;1.529364e+01;-1.659499e+00
490;4.900000;7.681942e+00;-9.233909e+00;4.363710e+00;-5.796250e+00;1.816161e+00;9.799688e-01;1.845667e+01;-1.019914e+01;-1.419414e+01;-1.147002e+01;1.412283e+01;-3.275682e+00
491;4.910000;8.249643e+00;-1.027479e+01;2.769583e+00;-7.526598e+00;3.269960e+00;-6.570922e-01;1.360679e+01;-8.605457e+00;-1.634669e+01;-1.161950e+01;1.303246e+01;-4.978002e+00
492;4.920000;8.030299e+00;-1.015973e+01;2.619419e+00;-1.007411e+01;3.467852e+00;-6.898588e-01;1.233532e+01;-6.114498e+00;-1.428549e+01;-1.190230e+01;1.352368e+01;-8.470303e+00
493;4.930000;6.766133e+00;-9.873068e+00;3.702539e+00;-1.172491e+01;4.141231e+00;-1.509317e-01;1.066344e+01;-6.426810e+00;-1.173158e+01;-1.822440e+01;1.404895e+01;-9.879807e+00
494;4.940000;5.937923e+00;-8.724203e+00;5.123182e+00;-1.430186e+01;2.124043e+00;1.929526e+00;9.034392e+00;-6.917739e+00;-1.131655e+01;-2.222437e+01;1.749689e+01;-1.038650e+01
495;4.950000;7.449028e+00;-8.333195e+00;4.567502e+00;-1.349924e+01;7.042028e-01;4.184812e+00;6.082402e+00;-7.386137e+00;-1.167912e+01;-2.375634e+01;2.070554e+01;-7.842251e+00
496;4.960000;8.655910e+00;-8.383934e+00;1.199818e+00;-1.613628e+01;1.749771e+00;4.874697e+00;6.392022e+00;-9.477253e+00;-1.565686e+01;-2.219928e+01;2.262056e+01;-7.181978e+00
497;4.970000;9.166325e+00;-8.569048e+00;1.304955e+00;-1.436820e+01;5.978537e+00;9.222775e+00;2.628951e+00;-1.232845e+01;-1.704487e+01;-2.633619e+01;2.168867e+01;-3.625676e+00
498;4.980000;6.429327e+00;-8.307076e+00;3.144548e+00;-1.822330e+01;1.068792e+01;4.874064e+00;9.355720e-01;-1.525899e+01;-1.652813e+01;-2.987882e+01;1.820969e+01;-3.300458e+00
499;4.990000;4.298753e+00;-5.386661e+00;5.956090e+00;-2.103183e+01;1.301715e+01;3.933282e-01;4.410060e-01;-1.423355e+01;-1.191222e+01;-3.203046e+01;1.594069e+01;-1.821450e+00
500;5.000000;4.359396e+00;-2.712415e+00;7.134238e+00;-2.445905e+01;1.099617e+01;-2.146329e+00;1.607025e+00;-1.162614e+01;-4.284037e+00;-2.645891e+01;1.661798e+01;-3.094632e+00
501;5.010000;3.612889e+00;-4.196874e-01;7.414378e+00;-2.160000e+01;5.831462e+00;4.162296e+00;2.823224e-01;-9.303247e+00;-6.723174e-01;-2.134572e+01;1.444787e+01;-2.175935e+00
502;5.020000;1.912816e+00;1.347811e-01;8.405831e+00;-1.521356e+01;-8.359664e-01;9.177349e+00;-4.448836e+00;-5.613479e+00;1.799520e+00;-1.633268e+01;1.383265e+01;-2.356508e+00
503;5.030000;2.259809e-01;-9.621152e-01;8.296579e+00;-9.668212e+00;-8.967140e+00;5.386616e+00;-6.021196e+00;-3.759739e+00;7.323971e-01;-1.195742e+01;9.238424e+00;-1.882072e+00
504;5.040000;1.498925e+00;-3.420303e+00;9.238144e+00;-1.942517e+00;-1.036661e+01;5.493731e+00;-3.637054e+00;-3.559721e+00;9.520993e-01;-7.792825e+00;1.007598e+01;-1.616407e+00
505;5.050000;2.216619e+00;-8.487266e+00;8.292879e+00;5.268246e+00;-5.675069e+00;4.906566e+00;-2.025820e+00;-2.943334e+00;3.717795e+00;6.591904e-01;4.648993e+00;4.062184e-02
506;5.060000;1.147998e+00;-9.847849e+00;8.904235e+00;1.484160e+01;3.633164e+00;5.385195e+00;9.762779e-01;-3.731440e+00;9.447461e+00;3.723927e+00;7.644176e-02;3.310143e-01
507;5.070000;1.204023e-02;-1.152427e+01;1.072464e+01;1.619487e+01;4.194662e+00;-1.423827e-01;3.131751e-01;5.760382e-01;1.340074e+01;4.361612e+00;-3.434373e+00;2.741983e+00
508;5.080000;7.359081e-02;-1.129767e+01;1.499001e+01;1.645039e+01;1.799734e+00;-1.929991e+00;2.634136e+00;1.223966e+00;1.378860e+01;-4.104835e-02;-4.130848e+00;3.218014e+00
509;5.090000;1.014755e+00;-1.312279e+01;1.660953e+01;1.222715e+01;-2.215968e+00;-3.611963e+00;3.824879e+00;1.711125e+00;1.181621e+01;-5.204037e-01;-3.191131e+00;7.147012e+00
510;5.100000;2.312332e+00;-1.421971e+01;1.794288e+01;1.267807e+01;5.514081e-01;-1.932136e+00;4.233869e+00;-7.789781e-01;1.219071e+01;-7.615729e-01;-3.095809e+00;5.895460e+00
511;5.110000;3.790827e+00;-1.673841e+01;1.688101e+01;9.750218e+00;-1.646151e-01;-4.426762e+00;2.502922e+00;-9.666250e-01;1.369054e+01;-5.019144e-01;-6.272298e-01;6.767049e+00
512;5.120000;5.573156e+00;-1.721808e+01;1.856669e+01;9.263126e+00;8.832582e-01;-3.329878e+00;3.506217e+00;8.677121e-01;1.423293e+01;-6.175420e-01;-5.119138e-01;4.796604e+00
513;5.130000;5.968068e+00;-1.853750e+01;1.884297e+01;6.622289e+00;-9.250295e-01;-6.351989e+00;3.927911e+00;1.297246e+00;1.269211e+01;-4.944950e-01;-4.013504e-01;7.769156e+00
514;5.140000;6.246337e+00;-1.811283e+01;2.119067e+01;7.153278e+00;1.818587e+00;-5.319901e+00;5.887523e+00;-1.060966e-01;1.177733e+01;-2.049881e+00;-2.640517e+00;7.968284e+00
